날짜,"선물국채3년_외국인거래량
(매수)","선물국채3년_외국인거래량
(매도)"
2015/03/27,"30,782","28,305"
2015/03/26,"30,205","27,128"
2015/03/25,"33,835","32,779"
2015/03/24,"31,506","34,430"
2015/03/23,"36,281","29,315"
2015/03/20,"41,766","38,707"
2015/03/19,"41,912","42,403"
2015/03/18,"29,492","25,671"
2015/03/17,"59,147","61,390"
2015/03/16,"105,633","103,795"
2015/03/13,"164,245","159,258"
2015/03/12,"65,497","62,963"
2015/03/11,"44,977","29,931"
2015/03/10,"43,511","37,106"
2015/03/09,"26,176","26,911"
2015/03/06,"35,650","28,685"
2015/03/05,"13,863","13,384"
2015/03/04,"20,773","20,060"
2015/03/03,"30,944","25,798"
2015/03/02,"23,479","23,654"
2015/02/27,"21,163","20,696"
2015/02/26,"14,262","16,242"
2015/02/25,"24,214","27,357"
2015/02/24,"25,856","25,312"
2015/02/23,"38,449","39,709"
2015/02/17,"52,845","44,748"
2015/02/16,"33,433","34,846"
2015/02/13,"23,007","24,712"
2015/02/12,"25,474","38,508"
2015/02/11,"34,599","36,936"
2015/02/10,"45,356","58,182"
2015/02/09,"21,652","15,417"
2015/02/06,"20,608","20,515"
2015/02/05,"35,266","40,414"
2015/02/04,"27,051","39,195"
2015/02/03,"40,838","30,767"
2015/02/02,"20,209","20,967"
2015/01/30,"38,257","28,929"
2015/01/29,"26,694","28,290"
2015/01/28,"24,940","19,238"
2015/01/27,"15,721","16,186"
2015/01/26,"30,519","30,297"
2015/01/23,"25,368","22,207"
2015/01/22,"21,076","29,164"
2015/01/21,"25,577","26,966"
2015/01/20,"33,896","25,462"
2015/01/19,"34,087","26,348"
2015/01/16,"41,780","37,933"
2015/01/15,"63,214","80,244"
2015/01/14,"37,067","33,871"
2015/01/13,"32,448","29,437"
2015/01/12,"46,958","39,318"
2015/01/09,"24,718","22,064"
2015/01/08,"22,674","25,867"
2015/01/07,"37,269","25,487"
2015/01/06,"36,642","30,742"
2015/01/05,"25,160","29,648"
2015/01/02,"22,604","21,014"
2014/12/30,"24,088","17,344"
2014/12/29,"12,262","11,393"
2014/12/26,"8,847","9,310"
2014/12/24,"12,543","13,140"
2014/12/23,"20,312","21,272"
2014/12/22,"28,571","21,412"
2014/12/19,"21,273","19,868"
2014/12/18,"30,824","34,014"
2014/12/17,"38,035","41,014"
2014/12/16,"40,778","35,334"
2014/12/15,"97,110","93,985"
2014/12/12,"104,825","99,222"
2014/12/11,"51,935","50,302"
2014/12/10,"42,327","47,807"
2014/12/09,"33,361","34,777"
2014/12/08,"31,466","33,370"
2014/12/05,"26,213","33,280"
2014/12/04,"44,077","69,308"
2014/12/03,"19,351","27,211"
2014/12/02,"15,586","15,282"
2014/12/01,"36,095","36,567"
2014/11/28,"20,262","17,643"
2014/11/27,"10,571","10,707"
2014/11/26,"13,575","12,009"
2014/11/25,"15,467","14,541"
2014/11/24,"24,129","24,897"
2014/11/21,"28,813","31,548"
2014/11/20,"28,999","25,694"
2014/11/19,"20,291","22,228"
2014/11/18,"17,083","17,875"
2014/11/17,"20,038","20,895"
2014/11/14,"9,876","19,815"
2014/11/13,"44,473","55,171"
2014/11/12,"36,448","45,939"
2014/11/11,"38,448","34,787"
2014/11/10,"25,527","20,582"
2014/11/07,"20,342","23,518"
2014/11/06,"33,719","34,437"
2014/11/05,"31,503","31,437"
2014/11/04,"28,374","26,625"
2014/11/03,"32,943","30,550"
2014/10/31,"46,285","39,357"
2014/10/30,"31,693","27,372"
2014/10/29,"26,316","15,539"
2014/10/28,"25,687","24,903"
2014/10/27,"17,406","15,937"
2014/10/24,"44,132","35,284"
2014/10/23,"26,179","19,846"
2014/10/22,"12,687","14,419"
2014/10/21,"28,498","29,771"
2014/10/20,"19,425","15,924"
2014/10/17,"23,281","31,852"
2014/10/16,"26,967","40,194"
2014/10/15,"57,700","49,950"
2014/10/14,"36,049","42,210"
2014/10/13,"30,086","36,683"
2014/10/10,"24,434","19,268"
2014/10/08,"44,989","47,167"
2014/10/07,"42,695","43,962"
2014/10/06,"31,674","34,002"
2014/10/02,"36,925","54,345"
2014/10/01,"28,755","26,711"
2014/09/30,"17,014","15,032"
2014/09/29,"20,744","20,851"
2014/09/26,"13,111","14,917"
2014/09/25,"13,518","13,830"
2014/09/24,"24,937","15,965"
2014/09/23,"18,607","14,821"
2014/09/22,"23,081","18,286"
2014/09/19,"22,014","22,343"
2014/09/18,"27,176","20,983"
2014/09/17,"39,770","41,523"
2014/09/16,"48,471","39,691"
2014/09/15,"108,495","106,839"
2014/09/12,"140,418","131,721"
2014/09/11,"22,490","22,830"
2014/09/05,"30,237","31,044"
2014/09/04,"15,400","19,608"
2014/09/03,"17,153","16,652"
2014/09/02,"13,835","11,906"
2014/09/01,"17,090","15,473"
2014/08/29,"12,428","10,462"
2014/08/28,"15,632","10,780"
2014/08/27,"15,979","10,746"
2014/08/26,"23,799","15,554"
2014/08/25,"16,762","10,640"
2014/08/22,"9,106","10,103"
2014/08/21,"14,138","15,782"
2014/08/20,"19,196","23,112"
2014/08/19,"21,942","23,944"
2014/08/18,"37,077","24,888"
2014/08/14,"34,477","43,531"
2014/08/13,"14,799","13,820"
2014/08/12,"15,569","18,767"
2014/08/11,"10,737","10,626"
2014/08/08,"23,714","20,014"
2014/08/07,"15,191","13,113"
2014/08/06,"18,013","29,316"
2014/08/05,"13,929","11,361"
2014/08/04,"22,371","15,749"
2014/08/01,"16,047","19,328"
2014/07/31,"11,859","15,527"
2014/07/30,"22,456","19,699"
2014/07/29,"13,642","10,886"
2014/07/28,"16,150","11,210"
2014/07/25,"15,135","13,705"
2014/07/24,"23,027","27,479"
2014/07/23,"23,082","22,671"
2014/07/22,"11,807","11,628"
2014/07/21,"9,094","10,161"
2014/07/18,"12,991","14,571"
2014/07/17,"33,318","37,909"
2014/07/16,"19,135","20,051"
2014/07/15,"26,258","24,232"
2014/07/14,"19,652","20,069"
2014/07/11,"26,573","32,118"
2014/07/10,"37,043","41,111"
2014/07/09,"39,699","34,048"
2014/07/08,"31,429","31,537"
2014/07/07,"31,999","23,407"
2014/07/04,"16,166","20,901"
2014/07/03,"21,612","26,248"
2014/07/02,"56,417","57,107"
2014/07/01,"16,876","19,781"
2014/06/30,"18,470","20,876"
2014/06/27,"22,205","25,222"
2014/06/26,"31,806","31,447"
2014/06/25,"37,105","28,561"
2014/06/24,"18,699","17,453"
2014/06/23,"24,132","26,961"
2014/06/20,"18,488","18,157"
2014/06/19,"14,550","23,450"
2014/06/18,"23,513","21,422"
2014/06/17,"27,137","29,268"
2014/06/16,"98,570","98,169"
2014/06/13,"136,896","138,941"
2014/06/12,"37,165","34,409"
2014/06/11,"10,756","15,453"
2014/06/10,"14,966","11,456"
2014/06/09,"12,218","12,606"
2014/06/05,"6,510","10,617"
2014/06/03,"5,454","9,477"
2014/06/02,"5,965","6,260"
2014/05/30,"9,337","11,931"
2014/05/29,"5,784","11,547"
2014/05/28,"11,758","7,076"
2014/05/27,"8,759","8,110"
2014/05/26,"7,833","9,245"
2014/05/23,"14,758","8,292"
2014/05/22,"11,061","11,348"
2014/05/21,"6,114","4,912"
2014/05/20,"8,110","8,385"
2014/05/19,"13,471","13,919"
2014/05/16,"12,163","19,113"
2014/05/15,"12,188","12,868"
2014/05/14,"5,858","6,880"
2014/05/13,"7,640","12,350"
2014/05/12,"9,605","9,473"
2014/05/09,"18,577","13,533"
2014/05/08,"19,356","11,912"
2014/05/07,"19,931","11,925"
2014/05/02,"11,148","4,953"
2014/04/30,"8,379","9,490"
2014/04/29,"8,873","4,619"
2014/04/28,"6,841","5,215"
2014/04/25,"6,515","6,235"
2014/04/24,"3,049","2,770"
2014/04/23,"6,641","6,464"
2014/04/22,"5,897","5,705"
2014/04/21,"5,546","5,974"
2014/04/18,"6,215","11,493"
2014/04/17,"8,041","8,571"
2014/04/16,"7,377","14,199"
2014/04/15,"5,112","8,839"
2014/04/14,"7,753","11,161"
2014/04/11,"13,857","16,433"
2014/04/10,"21,606","21,957"
2014/04/09,"15,761","9,716"
2014/04/08,"12,389","8,020"
2014/04/07,"18,086","4,543"
2014/04/04,"4,402","10,409"
2014/04/03,"7,276","19,021"
2014/04/02,"7,398","12,748"
2014/04/01,"8,267","9,277"
2014/03/31,"7,473","6,853"
2014/03/28,"2,707","3,696"
2014/03/27,"5,755","6,175"
2014/03/26,"4,801","7,778"
2014/03/25,"7,143","7,298"
2014/03/24,"6,050","4,338"
2014/03/21,"8,059","10,856"
2014/03/20,"10,573","15,165"
2014/03/19,"5,296","6,700"
2014/03/18,"18,499","14,408"
2014/03/17,"80,093","78,930"
2014/03/14,"108,105","91,893"
2014/03/13,"19,879","14,974"
2014/03/12,"8,976","5,463"
2014/03/11,"5,936","8,472"
2014/03/10,"5,358","5,595"
2014/03/07,"4,956","5,654"
2014/03/06,"7,635","10,303"
2014/03/05,"8,709","22,042"
2014/03/04,"14,773","30,419"
2014/03/03,"15,162","28,734"
2014/02/28,"5,311","9,089"
2014/02/27,"5,588","6,002"
2014/02/26,"9,908","7,993"
2014/02/25,"5,121","3,948"
2014/02/24,"8,105","3,153"
2014/02/21,"4,578","5,395"
2014/02/20,"10,690","6,911"
2014/02/19,"8,694","3,271"
2014/02/18,"5,492","8,662"
2014/02/17,"9,971","7,041"
2014/02/14,"16,215","13,814"
2014/02/13,"11,280","6,864"
2014/02/12,"5,807","7,683"
2014/02/11,"13,523","6,278"
2014/02/10,"13,628","7,281"
2014/02/07,"10,413","6,443"
2014/02/06,"6,280","9,559"
2014/02/05,"17,676","12,331"
2014/02/04,"27,048","12,578"
2014/02/03,"12,601","10,559"
2014/01/29,"17,168","14,234"
2014/01/28,"11,633","7,815"
2014/01/27,"14,835","32,479"
2014/01/24,"30,134","11,686"
2014/01/23,"14,680","11,086"
2014/01/22,"9,298","9,934"
2014/01/21,"6,713","5,540"
2014/01/20,"9,133","5,191"
2014/01/17,"8,855","7,643"
2014/01/16,"15,365","9,991"
2014/01/15,"9,147","13,259"
2014/01/14,"13,339","15,666"
2014/01/13,"12,787","16,142"
2014/01/10,"12,633","15,086"
2014/01/09,"22,908","34,708"
2014/01/08,"29,427","20,030"
2014/01/07,"16,053","30,759"
2014/01/06,"29,921","17,520"
2014/01/03,"34,316","46,766"
2014/01/02,"18,277","28,895"
2013/12/30,"17,310","10,460"
2013/12/27,"24,762","12,158"
2013/12/26,"9,413","4,387"
2013/12/24,"7,886","4,027"
2013/12/23,"12,149","6,641"
2013/12/20,"14,814","8,261"
2013/12/19,"24,806","15,903"
2013/12/18,"25,520","10,810"
2013/12/17,"59,876","42,950"
2013/12/16,"71,142","53,918"
2013/12/13,"46,380","31,581"
2013/12/12,"12,980","14,625"
2013/12/11,"12,972","21,781"
2013/12/10,"15,440","14,908"
2013/12/09,"14,401","13,478"
2013/12/06,"17,073","15,431"
2013/12/05,"9,458","13,692"
2013/12/04,"22,955","16,460"
2013/12/03,"22,076","18,819"
2013/12/02,"10,276","17,228"
2013/11/29,"10,100","15,833"
2013/11/28,"7,942","17,262"
2013/11/27,"8,608","13,245"
2013/11/26,"9,104","9,599"
2013/11/25,"11,218","11,901"
2013/11/22,"15,526","21,093"
2013/11/21,"14,160","23,912"
2013/11/20,"15,605","20,145"
2013/11/19,"9,569","12,259"
2013/11/18,"9,247","10,704"
2013/11/15,"9,808","12,782"
2013/11/14,"14,142","20,081"
2013/11/13,"15,612","16,387"
2013/11/12,"12,922","21,779"
2013/11/11,"22,520","32,582"
2013/11/08,"9,443","10,597"
2013/11/07,"8,054","21,720"
2013/11/06,"12,530","29,537"
2013/11/05,"13,032","25,917"
2013/11/04,"8,588","11,667"
2013/11/01,"8,683","14,194"
2013/10/31,"11,649","16,753"
2013/10/30,"9,944","10,520"
2013/10/29,"14,937","8,575"
2013/10/28,"13,739","10,281"
2013/10/25,"11,892","7,341"
2013/10/24,"13,454","7,906"
2013/10/23,"17,483","9,146"
2013/10/22,"13,764","9,057"
2013/10/21,"9,086","8,147"
2013/10/18,"15,780","9,151"
2013/10/17,"14,808","13,284"
2013/10/16,"11,237","18,134"
2013/10/15,"14,093","10,131"
2013/10/14,"10,967","7,665"
2013/10/11,"6,322","9,314"
2013/10/10,"13,200","14,577"
2013/10/08,"11,876","8,963"
2013/10/07,"9,333","7,771"
2013/10/04,"9,459","6,247"
2013/10/02,"15,115","10,790"
2013/10/01,"19,835","24,456"
2013/09/30,"11,624","14,047"
2013/09/27,"17,939","13,353"
2013/09/26,"17,755","11,998"
2013/09/25,"15,167","9,056"
2013/09/24,"13,161","6,697"
2013/09/23,"19,090","8,608"
2013/09/17,"37,514","16,397"
2013/09/16,"57,538","42,684"
2013/09/13,"43,885","40,640"
2013/09/12,"12,708","12,202"
2013/09/11,"16,962","15,425"
2013/09/10,"15,440","18,049"
2013/09/09,"11,237","23,848"
2013/09/06,"17,780","36,393"
2013/09/05,"15,706","24,004"
2013/09/04,"9,466","11,652"
2013/09/03,"16,583","10,475"
2013/09/02,"14,639","13,491"
2013/08/30,"17,992","8,941"
2013/08/29,"28,030","10,833"
2013/08/28,"23,432","9,200"
2013/08/27,"11,474","10,952"
2013/08/26,"18,976","5,882"
2013/08/23,"15,840","10,715"
2013/08/22,"9,720","14,948"
2013/08/21,"18,398","12,047"
2013/08/20,"16,287","15,157"
2013/08/19,"8,415","18,677"
2013/08/16,"10,068","20,331"
2013/08/14,"6,242","10,431"
2013/08/13,"8,137","4,584"
2013/08/12,"13,494","4,918"
2013/08/09,"10,489","5,314"
2013/08/08,"8,505","5,737"
2013/08/07,"8,450","11,817"
2013/08/06,"12,397","10,159"
2013/08/05,"7,246","6,695"
2013/08/02,"8,142","20,457"
2013/08/01,"7,157","8,196"
2013/07/31,"6,976","12,504"
2013/07/30,"10,753","7,851"
2013/07/29,"8,930","8,244"
2013/07/26,"6,805","10,308"
2013/07/25,"10,844","18,271"
2013/07/24,"7,046","7,343"
2013/07/23,"10,634","9,468"
2013/07/22,"9,958","21,372"
2013/07/19,"12,468","10,196"
2013/07/18,"12,072","7,674"
2013/07/17,"6,896","12,692"
2013/07/16,"10,055","8,125"
2013/07/15,"15,519","19,543"
2013/07/12,"20,362","21,305"
2013/07/11,"17,300","16,732"
2013/07/10,"23,084","19,031"
2013/07/09,"13,258","12,916"
2013/07/08,"25,696","15,134"
2013/07/05,"8,046","10,059"
2013/07/04,"8,399","8,655"
2013/07/03,"17,245","20,551"
2013/07/02,"17,402","13,802"
2013/07/01,"21,912","22,129"
2013/06/28,"30,284","17,804"
2013/06/27,"11,839","13,925"
2013/06/26,"30,723","30,656"
2013/06/25,"18,362","24,086"
2013/06/24,"35,398","27,330"
2013/06/21,"29,575","43,513"
2013/06/20,"42,441","53,748"
2013/06/19,"33,229","20,356"
2013/06/18,"40,524","36,456"
2013/06/17,"70,978","70,136"
2013/06/14,"67,942","65,084"
2013/06/13,"28,993","38,214"
2013/06/12,"30,316","30,929"
2013/06/11,"19,370","21,794"
2013/06/10,"17,806","31,660"
2013/06/07,"17,323","21,815"
2013/06/05,"22,969","24,720"
2013/06/04,"17,998","17,899"
2013/06/03,"17,604","14,609"
2013/05/31,"15,448","22,189"
2013/05/30,"20,770","35,339"
2013/05/29,"33,836","76,131"
2013/05/28,"15,980","17,240"
2013/05/27,"21,232","14,771"
2013/05/24,"25,699","34,987"
2013/05/23,"25,657","42,500"
2013/05/22,"10,760","13,413"
2013/05/21,"7,195","7,190"
2013/05/20,"10,662","19,171"
2013/05/16,"10,547","13,728"
2013/05/15,"18,232","16,821"
2013/05/14,"13,448","13,263"
2013/05/13,"12,718","17,053"
2013/05/10,"12,816","22,456"
2013/05/09,"40,612","34,957"
2013/05/08,"21,740","32,438"
2013/05/07,"24,336","23,806"
2013/05/06,"22,111","29,309"
2013/05/03,"13,534","10,356"
2013/05/02,"23,956","18,200"
2013/04/30,"38,122","13,395"
2013/04/29,"18,160","9,362"
2013/04/26,"35,095","13,724"
2013/04/25,"25,264","20,518"
2013/04/24,"11,589","11,359"
2013/04/23,"19,843","9,878"
2013/04/22,"13,514","6,396"
2013/04/19,"10,380","12,332"
2013/04/18,"14,411","10,300"
2013/04/17,"14,597","13,871"
2013/04/16,"18,811","26,946"
2013/04/15,"22,017","26,830"
2013/04/12,"21,513","32,844"
2013/04/11,"40,232","62,811"
2013/04/10,"9,713","8,651"
2013/04/09,"14,312","13,984"
2013/04/08,"15,163","20,841"
2013/04/05,"10,728","13,730"
2013/04/04,"12,840","16,371"
2013/04/03,"12,425","18,643"
2013/04/02,"15,374","18,205"
2013/04/01,"18,533","24,429"
2013/03/29,"13,619","35,562"
2013/03/28,"22,911","19,201"
2013/03/27,"7,433","3,994"
2013/03/26,"6,663","6,165"
2013/03/25,"5,078","7,493"
2013/03/22,"11,285","7,189"
2013/03/21,"14,066","16,305"
2013/03/20,"9,974","10,879"
2013/03/19,"14,632","16,945"
2013/03/18,"112,676","111,666"
2013/03/15,"103,289","97,930"
2013/03/14,"19,082","26,902"
2013/03/13,"10,013","10,805"
2013/03/12,"13,445","16,019"
2013/03/11,"11,613","20,204"
2013/03/08,"12,081","10,403"
2013/03/07,"10,432","13,219"
2013/03/06,"12,237","9,318"
2013/03/05,"5,499","6,135"
2013/03/04,"14,329","8,142"
2013/02/28,"12,074","13,568"
2013/02/27,"18,734","10,903"
2013/02/26,"17,201","5,502"
2013/02/25,"9,700","7,760"
2013/02/22,"15,605","18,716"
2013/02/21,"16,097","9,550"
2013/02/20,"14,447","21,692"
2013/02/19,"13,957","10,308"
2013/02/18,"11,585","15,622"
2013/02/15,"10,888","8,365"
2013/02/14,"34,076","28,257"
2013/02/13,"10,222","8,999"
2013/02/12,"12,302","5,610"
2013/02/08,"17,122","10,000"
2013/02/07,"25,939","15,791"
2013/02/06,"26,153","16,806"
2013/02/05,"16,418","15,069"
2013/02/04,"21,607","19,861"
2013/02/01,"20,569","35,461"
2013/01/31,"25,976","31,502"
2013/01/30,"24,486","35,803"
2013/01/29,"24,374","38,301"
2013/01/28,"23,097","18,674"
2013/01/25,"19,812","11,967"
2013/01/24,"9,894","7,546"
2013/01/23,"12,865","10,695"
2013/01/22,"17,224","18,604"
2013/01/21,"15,029","13,033"
2013/01/18,"14,261","14,523"
2013/01/17,"17,071","13,783"
2013/01/16,"16,038","18,609"
2013/01/15,"20,830","15,705"
2013/01/14,"19,538","13,553"
2013/01/11,"34,094","36,933"
2013/01/10,"28,263","15,498"
2013/01/09,"26,866","14,333"
2013/01/08,"20,577","19,072"
2013/01/07,"22,941","29,000"
2013/01/04,"38,564","29,592"
2013/01/03,"54,244","33,783"
2013/01/02,"13,260","19,528"
2012/12/28,"34,476","18,160"
2012/12/27,"13,568","10,758"
2012/12/26,"6,241","6,767"
2012/12/24,"12,878","9,516"
2012/12/21,"17,100","18,467"
2012/12/20,"13,542","15,184"
2012/12/18,"18,486","18,348"
2012/12/17,"87,336","82,150"
2012/12/14,"42,803","50,733"
2012/12/13,"15,329","17,874"
2012/12/12,"11,679","12,775"
2012/12/11,"7,294","8,442"
2012/12/10,"16,834","28,042"
2012/12/07,"13,073","11,256"
2012/12/06,"18,029","18,664"
2012/12/05,"14,567","20,090"
2012/12/04,"10,480","12,103"
2012/12/03,"18,311","8,875"
2012/11/30,"9,004","8,966"
2012/11/29,"7,599","7,619"
2012/11/28,"13,658","12,278"
2012/11/27,"13,831","27,024"
2012/11/26,"22,793","16,311"
2012/11/23,"12,892","31,716"
2012/11/22,"13,097","16,801"
2012/11/21,"20,294","26,809"
2012/11/20,"7,949","10,869"
2012/11/19,"12,536","13,538"
2012/11/16,"7,624","5,486"
2012/11/15,"12,404","9,279"
2012/11/14,"10,846","16,713"
2012/11/13,"11,749","9,049"
2012/11/12,"12,358","8,514"
2012/11/09,"16,881","23,485"
2012/11/08,"18,460","8,601"
2012/11/07,"17,024","17,655"
2012/11/06,"12,868","9,706"
2012/11/05,"19,654","20,436"
2012/11/02,"13,785","9,861"
2012/11/01,"17,609","13,076"
2012/10/31,"24,841","12,191"
2012/10/30,"21,922","21,952"
2012/10/29,"10,937","12,078"
2012/10/26,"19,339","13,324"
2012/10/25,"23,100","21,481"
2012/10/24,"16,720","14,956"
2012/10/23,"22,700","25,944"
2012/10/22,"16,825","28,911"
2012/10/19,"10,392","13,826"
2012/10/18,"13,380","24,157"
2012/10/17,"10,119","21,753"
2012/10/16,"10,249","10,607"
2012/10/15,"27,496","14,808"
2012/10/12,"16,114","13,858"
2012/10/11,"29,185","27,024"
2012/10/10,"15,385","11,884"
2012/10/09,"12,996","21,028"
2012/10/08,"10,724","7,462"
2012/10/05,"11,973","10,501"
2012/10/04,"16,716","11,272"
2012/10/02,"10,705","6,802"
2012/09/28,"12,014","8,789"
2012/09/27,"15,646","10,557"
2012/09/26,"17,961","8,576"
2012/09/25,"13,349","17,080"
2012/09/24,"16,731","13,030"
2012/09/21,"13,837","13,664"
2012/09/20,"20,218","23,162"
2012/09/19,"16,869","14,926"
2012/09/18,"21,669","19,129"
2012/09/17,"77,047","77,503"
2012/09/14,"57,046","52,217"
2012/09/13,"23,284","41,634"
2012/09/12,"13,906","22,414"
2012/09/11,"10,543","11,801"
2012/09/10,"20,425","20,722"
2012/09/07,"25,389","21,345"
2012/09/06,"10,201","13,504"
2012/09/05,"14,827","11,174"
2012/09/04,"15,449","16,394"
2012/09/03,"18,915","20,889"
2012/08/31,"16,265","10,574"
2012/08/30,"21,000","11,752"
2012/08/29,"13,387","7,697"
2012/08/28,"14,795","11,130"
2012/08/27,"19,827","21,479"
2012/08/24,"18,742","15,349"
2012/08/23,"16,794","19,273"
2012/08/22,"18,889","14,860"
2012/08/21,"10,326","11,563"
2012/08/20,"10,558","12,538"
2012/08/17,"19,745","21,840"
2012/08/16,"22,373","41,148"
2012/08/14,"22,980","19,478"
2012/08/13,"10,002","12,689"
2012/08/10,"19,184","9,001"
2012/08/09,"20,213","23,011"
2012/08/08,"14,756","19,921"
2012/08/07,"6,757","7,368"
2012/08/06,"11,863","10,151"
2012/08/03,"8,837","19,382"
2012/08/02,"11,673","17,151"
2012/08/01,"23,758","17,769"
2012/07/31,"17,858","17,098"
2012/07/30,"27,161","22,768"
2012/07/27,"15,206","20,960"
2012/07/26,"17,383","23,388"
2012/07/25,"14,141","14,727"
2012/07/24,"11,107","15,862"
2012/07/23,"12,338","22,087"
2012/07/20,"15,781","15,698"
2012/07/19,"31,170","22,551"
2012/07/18,"20,239","17,770"
2012/07/17,"9,805","10,912"
2012/07/16,"14,187","13,170"
2012/07/13,"13,994","21,161"
2012/07/12,"17,651","32,553"
2012/07/11,"12,653","9,330"
2012/07/10,"17,495","17,172"
2012/07/09,"7,124","6,408"
2012/07/06,"18,393","11,964"
2012/07/05,"9,605","4,949"
2012/07/04,"6,792","11,861"
2012/07/03,"9,093","8,568"
2012/07/02,"9,007","20,920"
2012/06/29,"11,415","13,985"
2012/06/28,"15,772","9,469"
2012/06/27,"10,932","7,442"
2012/06/26,"9,072","8,623"
2012/06/25,"7,672","5,836"
2012/06/22,"14,589","6,883"
2012/06/21,"13,038","15,592"
2012/06/20,"10,017","17,571"
2012/06/19,"17,315","13,553"
2012/06/18,"83,689","86,729"
2012/06/15,"54,860","55,601"
2012/06/14,"36,243","31,495"
2012/06/13,"15,167","21,712"
2012/06/12,"20,459","14,421"
2012/06/11,"11,685","17,620"
2012/06/08,"14,282","13,050"
2012/06/07,"9,355","12,290"
2012/06/05,"9,944","10,421"
2012/06/04,"14,336","14,347"
2012/06/01,"14,506","8,299"
2012/05/31,"12,378","9,770"
2012/05/30,"5,817","3,695"
2012/05/29,"8,333","3,735"
2012/05/25,"7,817","5,139"
2012/05/24,"6,618","5,951"
2012/05/23,"8,705","7,300"
2012/05/22,"10,472","7,503"
2012/05/21,"7,639","8,709"
2012/05/18,"11,991","11,505"
2012/05/17,"13,881","13,094"
2012/05/16,"14,831","16,065"
2012/05/15,"16,630","9,838"
2012/05/14,"9,649","7,324"
2012/05/11,"17,835","13,752"
2012/05/10,"18,744","17,744"
2012/05/09,"13,078","7,973"
2012/05/08,"14,594","11,612"
2012/05/07,"22,118","8,095"
2012/05/04,"8,146","7,358"
2012/05/03,"9,495","5,569"
2012/05/02,"12,879","5,766"
2012/04/30,"7,247","4,498"
2012/04/27,"10,200","8,001"
2012/04/26,"5,330","4,242"
2012/04/25,"5,100","4,108"
2012/04/24,"7,485","3,325"
2012/04/23,"5,208","4,998"
2012/04/20,"9,525","5,774"
2012/04/19,"10,427","5,636"
2012/04/18,"8,804","6,311"
2012/04/17,"7,631","5,294"
2012/04/16,"25,853","8,958"
2012/04/13,"11,693","8,078"
2012/04/12,"13,463","6,515"
2012/04/10,"19,005","14,978"
2012/04/09,"23,334","11,648"
2012/04/06,"10,040","6,545"
2012/04/05,"18,352","11,019"
2012/04/04,"8,091","9,196"
2012/04/03,"10,592","7,821"
2012/04/02,"12,194","11,557"
2012/03/30,"17,539","12,352"
2012/03/29,"15,112","11,274"
2012/03/28,"14,079","13,685"
2012/03/27,"10,406","11,367"
2012/03/26,"8,617","10,745"
2012/03/23,"9,882","15,304"
2012/03/22,"20,751","15,385"
2012/03/21,"11,694","14,094"
2012/03/20,"17,248","16,677"
2012/03/19,"47,747","52,161"
2012/03/16,"67,283","73,593"
2012/03/15,"19,914","28,600"
2012/03/14,"19,253","25,492"
2012/03/13,"5,480","4,629"
2012/03/12,"12,073","7,014"
2012/03/09,"5,828","10,392"
2012/03/08,"10,669","11,304"
2012/03/07,"7,085","10,595"
2012/03/06,"11,934","14,100"
2012/03/05,"9,873","13,423"
2012/03/02,"6,490","23,182"
2012/02/29,"13,966","11,630"
2012/02/28,"19,149","7,068"
2012/02/27,"10,121","6,270"
2012/02/24,"4,967","4,132"
2012/02/23,"7,768","10,964"
2012/02/22,"6,297","8,964"
2012/02/21,"15,001","13,377"
2012/02/20,"8,463","11,160"
2012/02/17,"5,480","14,202"
2012/02/16,"13,212","9,638"
2012/02/15,"9,379","15,069"
2012/02/14,"9,848","10,105"
2012/02/13,"7,820","12,997"
2012/02/10,"9,598","11,207"
2012/02/09,"11,111","19,341"
2012/02/08,"12,285","24,323"
2012/02/07,"6,182","18,847"
2012/02/06,"5,126","13,371"
2012/02/03,"12,985","9,983"
2012/02/02,"7,272","8,020"
2012/02/01,"13,458","10,407"
2012/01/31,"20,641","19,587"
2012/01/30,"22,745","7,270"
2012/01/27,"9,071","8,915"
2012/01/26,"8,127","11,147"
2012/01/25,"3,589","15,215"
2012/01/20,"5,263","13,236"
2012/01/19,"5,220","7,557"
2012/01/18,"7,758","5,866"
2012/01/17,"6,456","9,899"
2012/01/16,"4,437","4,615"
2012/01/13,"9,013","12,253"
2012/01/12,"3,304","6,860"
2012/01/11,"2,678","7,129"
2012/01/10,"3,983","2,845"
2012/01/09,"4,347","7,152"
2012/01/06,"3,730","3,957"
2012/01/05,"6,732","1,949"
2012/01/04,"3,667","11,689"
2012/01/03,"2,874","7,362"
2012/01/02,"5,019","10,038"
2011/12/29,"24,088","6,643"
2011/12/28,"6,709","1,019"
2011/12/27,"1,898","1,837"
2011/12/26,"1,190",816
2011/12/23,"2,169","2,359"
2011/12/22,"4,206","3,554"
2011/12/21,"8,018","5,320"
2011/12/20,"16,827","21,907"
2011/12/19,"62,588","82,078"
2011/12/16,"53,626","55,526"
2011/12/15,"11,468","8,845"
2011/12/14,"10,053","6,270"
2011/12/13,"3,962","3,402"
2011/12/12,"2,884","2,319"
2011/12/09,"8,293","7,141"
2011/12/08,"14,620","16,806"
2011/12/07,"4,190","4,599"
2011/12/06,"2,822","4,571"
2011/12/05,"4,182","4,410"
2011/12/02,"4,948","5,524"
2011/12/01,"9,204","12,180"
2011/11/30,"9,860","7,228"
2011/11/29,"8,554","9,763"
